|word_de|part_of_speech|word_en|sentence_de|sentence_en|sentence_lemmatized_de
113.0|weil|conjunction|because|Die Therapie wurde geändert, weil sie nicht wirkte.|The therapy was changed because it wasn’t effective.|der;Therapie;werden;ändern;weil;sie;nicht;wirken
114.0|unter|preposition|under|Der Hund lag unter dem Tisch, um sich auszuruhen.|The dog lay under the table to rest.|der;Hund;liegen;unter;der;Tisch;um;sich;ausruhen
115.0|der Mensch|noun|human being|Der Mensch ist von Natur aus neugierig und erfindungsreich.|The human being is naturally curious and inventive.|der;Mensch;sein;von;Natur;aus;neugierig;und;erfindungsreich
116.0|ihm|pronoun|him|Ich gab ihm mein letztes Stück Schokolade.|I gave him my last piece of chocolate.|ich;geben;ihm;mein;letzter;Stück;Schokolade
117.0|ihn|pronoun|him|Sie sah ihn in der Ferne und rief seinen Namen.|She saw him in the distance and called his name.|sie;sehen;ihn;in;der;Ferne;und;rufen;sein;Name
118.0|denn|conjunction|because|Er ist müde, denn er hat nicht geschlafen.|He’s tired because he didn’t sleep.|er;sein;müde;denn;er;haben;nicht;schlafen
119.0|denn|particle|anyway|Wir können den Termin verschieben, denn es gibt keine Eile.|We can postpone the meeting anyway, as there is no rush.|wir;können;der;Termin;verschieben;denn;es;geben;kein;Eile
120.0|das Beispiel|noun|example|Das Beispiel zeigt, wie man eine Matrix transponiert.|The example shows how to transpose a matrix.|der;Beispiel;zeigen;wie;man;ein;Matrix;transponieren
121.0|erste|adjective|first|Die erste Immunantwort ist entscheidend für den Schutz.|The first immune response is crucial for protection.|der;erster;Immunantwort;sein;entscheidend;für;der;Schutz
122.0|die Zeit|noun|time|Die Zeit vergeht schnell, wenn man in etwas vertieft ist.|Time passes quickly when you are immersed in something.|der;Zeit;vergehen;schnell;wenn;man;in;etwas;vertiefen;sein
123.0|lang|adjective|long|Es war ein langer Tag, und ich war erschöpft.|It was a long day, and I was exhausted.|es;sein;ein;lang;Tag;und;ich;sein;erschöpft
124.0|lang|adverb|for a long time|Er hatte lange Zeit nach einem passenden Ort gesucht.|He had searched for a suitable place for a long time.|er;haben;lang;Zeit;nach;ein;passend;Ort;suchen
125.0|leben|verb|to live|In dieser Stadt lebt es sich ruhig und friedlich.|It is peaceful and calm to live in this city.|in;dieser;Stadt;leben;es;sich;ruhig;und;friedlich
126.0|die Frau|noun|woman|Die Frau am Schalter war sehr freundlich.|The woman at the counter was very friendly.|der;Frau;an;Schalter;sein;sehr;freundlich
126.001|die Frau|noun|wife|Die Frau trug ein elegantes Kleid zur Feier.|The wife wore an elegant dress to the party.|der;Frau;tragen;ein;elegant;Kleid;zu;Feier
126.002|die Frau|noun|Mrs.|Frau Müller war die Lehrerin meiner Kinder.|Mrs. Müller was my children’s teacher.|Frau;Müller;sein;der;Lehrerin;mein;Kind
127.0|etwas|pronoun|something|Etwas Kapital muss sofort investiert werden, um zu wachsen.|Some capital must be invested immediately to grow.|etwas;Kapital;muss;sofort;investieren;werden;um;zu;wachsen
127.001|etwas|pronoun|some|Ich brauche etwas Ruhe nach einem langen Tag.|I need some rest after a long day.|ich;brauchen;etwas;Ruhe;nach;ein;lang;Tag
127.002|etwas|pronoun|a little|Möchtest du etwas Zucker in deinen Tee geben?|Would you like a little sugar in your tea?|Möchtest;du;etwas;Zucker;in;dein;Tee;geben
128.0|selbst|particle|even|Er hat selbst die komplexeste Aufgabe erledigt.|He even completed the most complex task.|er;haben;selbst;der;komplexe;Aufgabe;erledigen
129.0|selbst|pronoun|-self|Sie tat alles selbst, ohne um Hilfe zu bitten.|She did everything by herself without asking for help.|sie;tun;alle;selbst;ohne;um;Hilfe;zu;bitten
130.0|wenig|adjective|few|Es gab nur wenig Zeit, um das Projekt zu vollenden.|There was little time to finish the project.|es;geben;nur;wenig;Zeit;um;der;Projekt;zu;vollenden
131.0|wenige|pronoun|little|Es gibt nur wenige Hinweise auf den Ursprung der Krankheit.|There are only a few clues about the origin of the disease.|es;geben;nur;weniger;Hinweis;auf;der;Ursprung;der;Krankheit
131.001|wenige|pronoun|few|Es gibt nur wenige, die bei diesem Projekt mitmachen wollen.|There are only a few who want to participate in this project.|es;geben;nur;weniger;der;bei;dieser;Projekt;mitmachen;wollen
132.0|finden|verb|to find|Ich konnte keinen Platz finden, um das Auto zu parken.|I couldn’t find a place to park the car.|ich;können;kein;Platz;finden;um;der;Auto;zu;parken
133.0|gegen|preposition|against|Er kämpfte gegen die stärksten Gegner der Welt.|He fought against the strongest opponents in the world.|er;kämpfen;gegen;der;stärk;Gegner;der;Welt
134.0|zwischen|preposition|between|Der Konflikt zwischen den beiden Ländern ist noch ungelöst.|The conflict between the two countries remains unresolved.|der;Konflikt;zwischen;der;beide;Land;sein;noch;ungelöst
135.0|drei|number|three|Drei der Teilnehmer gaben an, Stress zu erleben.|Three participants reported experiencing stress.|drei;der;Teilnehmer;angeben;an;Stress;zu;erleben
136.0|liegen|verb|to lie|Die Schlüssel liegen auf dem Schreibtisch.|The keys are lying on the desk.|der;Schlüssel;liegen;auf;der;Schreibtisch
137.0|wo|pronoun|where|Ich weiß nicht, wo er den Schlüssel versteckt hat.|I don’t know where he hid the key.|ich;wissen;nicht;wo;er;der;Schlüssel;verstecken;haben
138.0|nichts|pronoun|nothing|In der Tasche war nichts außer einem alten Foto.|There was nothing in the bag except an old photo.|in;der;Tasche;sein;nichts;außer;ein;alt;Foto
139.0|klein|adjective|small|Der kleine Hund sprang fröhlich durch den Garten und bellte.|The small dog jumped happily through the garden and barked.|der;klein;Hund;springen;fröhlich;durch;der;Garten;und;belln
139.001|klein|adjective|little|Es gab eine kleine Verschiebung in den Reaktionen.|There was a little shift in the reactions.|es;geben;ein;klein;Verschiebung;in;der;Reaktion
140.0|der Tag|noun|day|Der Tag war voller unerwarteter Überraschungen.|The day was full of unexpected surprises. |der;Tag;sein;voll;unerwartet;Überraschung
141.0|deutsch|adjective|German|Das deutsche Theater hat weltweit einen exzellenten Ruf.|German theater has an excellent reputation worldwide.|der;deutsch;Theater;haben;weltweit;ein;exzellent;Ruf
142.0|das Deutsch|noun|German|Er spricht fließend Deutsch und Englisch.|He speaks fluent German and English.|er;sprechen;fließend;Deutsch;und;Englisch
143.0|bleiben|verb|to stay|Er hat beschlossen, zu bleiben und weiterzuarbeiten.|He decided to stay and keep working. |er;haben;beschließen;zu;bleiben;und;weiterzuarbeiten
143.001|bleiben|verb|to remain|Einige der besten Ideen bleiben oft unbeachtet.|Some of the best ideas often remain unnoticed.|einiger;der;gut;Idee;bleiben;oft;unbeachtet
144.0|nun|adverb|now|Nun, da alle vorbereitet sind, können wir endlich anfangen. | Now that everyone is prepared, we can finally start.|nun;da;alle;vorbereiten;sein;können;wir;endlich;anfangen
145.0|sondern|conjunction|but (on the contrary)|Er ist nicht faul, sondern sehr fleißig.|He is not lazy, but very hardworking.|er;sein;nicht;faul;sondern;sehr;fleißig
146.0|heute|adverb|today|Heute ist der letzte Tag, um sich zu bewerben.|Today is the last day to apply.|heute;sein;der;letzter;Tag;um;sich;zu;bewerben
147.0|beide|pronoun|both|Beide Freunde trafen sich nach Jahren wieder.|Both friends met again after years.|beide;Freund;wiedertreffen;sich;nach;Jahr;wieder
148.0|hoch|adjective|high|Die hohen Berge sind mit Schnee bedeckt.|The high mountains are covered with snow.|der;hoch;Berg;sein;mit;Schnee;bedecken
148.001|hoch|adjective|tall|Der Turm ist so hoch, dass er den Himmel berührt.|The tower is so tall it touches the sky.|der;Turm;sein;so;hoch;dass;er;der;Himmel;berühren
149.0|damit|pronoun|with it|Er nahm den Brief, öffnete ihn und las damit weiter.|He took the letter, opened it, and continued with it.|er;nehmen;der;Brief;öffnen;ihn;und;weiterlesen;damit;weiter
150.0|ohne|conjunction|without|Die Behandlung war erfolgreich, ohne Nebenwirkungen.|The treatment was successful without side effects.|der;Behandlung;sein;erfolgreich;ohne;Nebenwirkung
151.0|ohne|preposition|without|Er ging ohne seinen Regenschirm nach draußen.|He went outside without his umbrella.|er;gehen;ohne;sein;Regenschirm;nach;draußen
152.0|der Mann|noun|man|Der Mann am Fenster sah nachdenklich in die Ferne.|The man at the window looked thoughtfully into the distance.|der;Mann;an;Fenster;sehen;nachdenklich;in;der;Ferne
153.0|welche|pronoun|which|Die Bibliothek, welche du empfohlen hast, ist einzigartig.|The library which you recommended is unique.|der;Bibliothek;welche;du;empfehlen;haben;sein;einzigartig
154.0|tun|verb|to do|Ich muss noch einiges tun, bevor ich nach Hause gehe.|I still have to do a few things before I go home.|ich;muss;noch;einige;tun;bevor;ich;nach;Haus;gehen
155.0|einmal|adverb|once|Einmal wurden die Daten falsch interpretiert.|Once, the data was misinterpreted.|einmal;werden;der;Datum;falsch;interpretieren
156.0|ihnen|pronoun|them|Ich habe ihnen die Neuigkeiten mitgeteilt.|I shared the news with them.|ich;haben;ihnen;der;Neuigkeit;mitteilen
157.0|Ihnen|pronoun|you|Ich habe Ihnen die neuesten Forschungsergebnisse gesendet.|I have sent you the latest research findings.|ich;haben;ihnen;der;neu;Forschungsergebnis;senden
158.0|heißen|verb|to be called|Mein Hund heißt Max und ist sehr verspielt.|My dog is called Max and is very playful.|mein;Hund;heißen;Max;und;sein;sehr;verspielen
159.0|ob|conjunction|whether|Es ist unklar, ob die Ergebnisse reproduzierbar sind.|It is unclear whether the results are reproducible.|es;sein;unklar;ob;der;Ergebnis;reproduzierbar;sein
159.001|ob|conjunction|if|Es bleibt unklar, ob die Ergebnisse generalisierbar sind.|It remains unclear if the results are generalizable.|es;bleiben;unklar;ob;der;Ergebnis;generalisierbar;sein
160.0|denken|verb|to think|Ich denke oft an die schönen Momente aus der Vergangenheit.|I often think about the beautiful moments from the past.|ich;denken;oft;an;der;schön;Moment;aus;der;Vergangenheit
161.0|dabei|pronoun|with (somebody)|Er war immer dabei, wenn es etwas Neues zu lernen gab.|He was always there when there was something new to learn.|er;sein;immer;dabei;wenn;es;etwas;neue;zu;lernen;geben
161.001|dabei|pronoun|there|Ich war dabei, als er das Rennen gewann.|I was there when he won the race.|ich;sein;dabei;als;er;der;rennen;gewinnen
162.0|seit|preposition|since|Wir haben seit Jahren keinen Kontakt mehr.|We haven’t been in contact since years ago.|wir;haben;seit;Jahr;kein;Kontakt;mehr
162.001|seit|preposition|for|Ich wohne seit drei Jahren in dieser Stadt.|I have been living in this city for three years.|ich;wohnen;seit;drei;Jahr;in;dieser;Stadt
163.0|einfach|adjective|simple|Das Problem lässt sich mit einer einfachen Formel lösen.|The problem can be solved with a simple formula.|der;Problem;lässt;sich;mit;ein;einfach;Formel;lösen
163.001|einfach|adjective|easy|Die Übung war einfach und schnell erledigt.|The exercise was easy and quickly finished.|der;Übung;sein;einfach;und;schnell;erledigen
164.0|einfach|particle|simply|Er konnte einfach nicht glauben, was passiert war.|He simply couldn’t believe what had happened.|er;können;einfach;nicht;glauben;was;passieren;sein
165.0|erst|adverb|first|Erst nach der Analyse der Proben wurde die Ursache erkannt.|Only after analyzing the samples was the cause recognized.|erst;nach;der;Analyse;der;Probe;werden;der;Ursache;erkennen
165.001|erst|adverb|only|Er hat erst nach dem Mittagessen angerufen.|He only called after lunch.|er;haben;erst;nach;der;Mittagessen;anrufen
165.002|erst|adverb|not until|Wir haben erst angefangen, den Markt zu analysieren.|We have only just started analyzing the market. |wir;haben;erst;anfangen;der;Markt;zu;analysieren
166.0|erst|particle||Er ist erst jetzt angekommen, also lass uns warten.|He just arrived, so let’s wait.|er;sein;erst;jetzt;ankommen;also;lass;sich;warten
167.0|das Kind|noun|child|Das Kind spielte im Garten und lachte laut.|The child played in the garden and laughed loudly.|der;Kind;spielen;in;Garten;und;lachen;laut
168.0|das Land|noun|land|Das Land hat eine reiche Geschichte und Kultur.|The land has a rich history and culture.|der;Land;haben;ein;reich;Geschichte;und;Kultur
168.001|das Land|noun|country|Er liebt sein Land und ist stolz darauf.|He loves his country and is proud of it.|er;lieben;sein;Land;und;sein;stolz;darauf
168.002|das Land|noun|state|Das Land investiert stark in erneuerbare Energien.|The state invests heavily in renewable energy.|der;Land;investieren;stark;in;erneuerbar;Energie
169.0|stellen|verb|to place|Sie stellte die Tasse vorsichtig auf den Tisch.|She carefully placed the cup on the table. |sie;stellen;der;Tasse;vorsichtig;auf;der;Tisch
169.001|stellen|verb|to set|Bitte stellen Sie den Wecker für sieben Uhr.|Please set the alarm for seven o'clock.|Bitte;stellen;sie;der;Wecker;für;sieben;Uhr
169.002|stellen|verb|to put|Er stellte die Kiste in die Ecke des Raumes.|He put the box in the corner of the room.|er;stellen;der;Kiste;in;der;Ecke;der;Raum
170.0|zeigen|verb|to show|Sie wollte uns zeigen, wie man das neue Tool benutzt.|She wanted to show us how to use the new tool.|sie;wollen;uns;zeigen;wie;man;der;neu;Tool;benutzen
171.0|natürlich|adjective|natural|Der Fluss folgt seinem natürlichen Lauf.|The river follows its natural course.|der;Fluss;folgen;sein;natürlich;Lauf
172.0|natürlich|adverb|naturally|Das war natürlich eine unerwartete Überraschung.|That was naturally an unexpected surprise.|der;sein;natürlich;ein;unerwartet;Überraschung
172.001|natürlich|adverb|of course|Er kam zu spät, aber natürlich entschuldigte er sich.|He came late, but of course, he apologized.|er;kommen;zu;spät;aber;natürlich;entschuldigen;er;sich
173.0|alt|adjective|old|Das alte Buch hatte einen einzigartigen Geruch.|The old book had a unique smell.|der;alt;Buch;haben;ein;einzigartig;Geruch
174.0|dort drüben|adverb|over there|Dort drüben sehen wir die Zellwand in der Mikroskopaufnahme.|Over there, we see the cell wall in the microscope image.|dort;drüben;sehen;wir;der;Zellwand;in;der;Mikroskopaufnahme
174.001|dort drüben|adverb|there|Dort drüben beginnt der experimentelle Bereich.|There, the experimental area begins.|dort;drüben;beginnen;der;experimentell;Bereich
175.0|Deutschland|noun|Germany|Deutschland hat eine reiche Geschichte und Kultur.|Germany has a rich history and culture.|Deutschland;haben;ein;reich;Geschichte;und;Kultur
176.0|gleich|adjective|same|Die Patienten erhalten die gleiche Behandlung wie vorher.|The patients receive the same treatment as before.|der;Patient;erhalten;der;gleich;Behandlung;wie;vorher
176.001|gleich|adjective|right away|Ich komme gleich, warte noch eine Sekunde!|I’ll be there right away, wait a second!|ich;gleichkommen;gleich;warten;noch;ein;Sekunde
176.002|gleich|adjective|just|Sie kommt gleich, also warten wir noch kurz.|She’ll be here just now, so let’s wait a moment.|sie;gleichkommen;gleich;also;warten;wir;noch;kurz
177.0|nehmen|verb|to take|Du solltest diese frischen Kräuter für das Gericht nehmen.|You should take these fresh herbs for the dish.|du;solltest;dieser;frisch;Kräuter;für;der;Gericht;nehmen
178.0|dürfen|verb|to be allowed to|Teilnehmer dürfen ihre Meinung während der Umfrage äußern.|Participants are allowed to express their opinion during the survey.|Teilnehmer;dürfen;ihr;Meinung;während;der;Umfrage;äußern
179.0|wichtig|adjective|important|Es ist wichtig, regelmäßig Sport zu treiben.|It’s important to exercise regularly.|es;sein;wichtig;regelmäßig;Sport;zu;treiben
180.0|vielleicht|adverb|perhaps|Vielleicht können wir später darüber sprechen.|Perhaps we can talk about it later.|vielleicht;können;wir;spät;darüber;sprechen
180.001|vielleicht|adverb|maybe|Vielleicht sollten wir später einen Spaziergang machen.|Maybe we should take a walk later.|vielleicht;sollen;wir;spät;ein;Spaziergang;machen
181.0|vielleicht|particle|quite|Es war vielleicht ein bisschen zu spät, um zu reagieren.|It was quite late to react. |es;sein;vielleicht;ein;bisschen;zu;spät;um;zu;reagieren
182.0|hören|verb|to hear|Ich konnte das Geräusch aus der Ferne hören.|I could hear the sound from afar.|ich;können;der;Geräusch;aus;der;Ferne;hören
182.001|hören|verb|to listen (to)|Ich höre gerne Musik, um mich zu entspannen.|I like to listen to music to relax.|ich;hören;gerne;Musik;um;sich;zu;entspannen
